2011,3,11,38.103500,142.861000,7
2011,3,11,34.383500,139.182667,4
2011,3,11,37.310667,142.237500,A
2011,3,11,37.508000,141.353167,A
2011,3,11,37.402000,141.121833,4
2011,3,11,36.249500,137.581667,4
2011,3,11,37.689000,141.933833,A
2011,3,11,37.519333,141.622000,4
2011,3,11,39.044833,142.398000,A
2011,3,11,36.301667,142.226000,4
2011,3,11,35.179667,139.025667,A
2011,3,11,39.820667,142.766833,A
2011,3,11,36.864833,140.619167,4
2011,3,11,37.227500,141.645333,A
2011,3,11,36.120833,141.252500,D
2011,3,11,36.017333,141.029333,A
2011,3,11,36.290333,141.126167,4
2011,3,11,36.094667,141.765667,4
2011,3,11,39.020167,142.411500,4
2011,3,11,37.914333,144.751000,4
2011,3,11,36.039500,141.036000,4
2011,3,11,39.333167,142.071167,4
2011,3,11,38.745333,142.216333,4
2011,3,11,38.750500,142.231000,4
2011,3,11,40.109500,142.618000,4
2011,3,11,35.818667,141.181667,4
2011,3,11,38.984667,142.427833,4
2011,3,11,39.022000,142.401667,4
2011,3,11,36.557167,142.041333,4
2011,3,11,37.141833,142.591500,4
2011,3,11,38.821667,142.148000,4
2011,3,11,39.022500,142.311167,B
2011,3,11,37.364667,141.259833,A
2011,3,11,39.254167,142.806833,4
2011,3,11,36.301000,141.901333,4
2011,3,11,36.548833,141.386333,4
2011,3,11,36.156667,141.715667,4
2011,3,11,37.467500,141.377167,4
2011,3,11,36.068833,141.133167,4
2011,3,11,37.424000,141.273167,B
2011,3,11,36.814167,139.462000,4
2011,3,11,36.550667,140.956000,4
2011,3,11,36.562167,140.954000,4
2011,3,11,39.334167,142.152500,4
2011,3,11,37.070167,141.342833,4
2011,3,11,39.017000,142.366667,4
2011,3,11,37.722500,141.730000,4
2011,3,11,35.794833,141.200000,4
2011,3,11,38.181833,140.489500,4
2011,3,11,39.230167,142.578667,A
2011,3,11,38.330333,142.248167,4
2011,3,11,39.272333,142.311167,4
2011,3,11,37.225167,142.218000,4
2011,3,11,39.125000,142.405333,4
2011,3,11,37.482167,141.300333,4
2011,3,11,37.258833,141.085833,4
2011,3,11,36.932500,141.111000,4
2011,3,11,36.148000,140.879167,4
2011,3,11,36.645333,140.978833,4
